"Gene Region","UCSC Region","nCpG","Sign","medQval","medBetaCoef","medDelta","cpgs","denominator"
"ZYG11B Body","ZYG11B OpenSea","1","+","0.00121622524099725","-0.982169542965763","0.115601586902837","cg00692173","7"
"SCP2 Body","SCP2 S_Shore","1","+","0.00602094943034984","-0.969445070264744","0.193636016392364","cg05232215","14"
"C1orf123 3'UTR","C1orf123 OpenSea","1","+","0.00922725689392611","-0.565902203864087","0.0170425813138735","cg18147584","1"
"SSBP3 Body","SSBP3 OpenSea","2","+ -","0.00178967324785552","-0.122641155905602","0.0219433830373056","cg09820244;cg10761558","69"
"ACOT11 TSS1500","ACOT11 OpenSea","1","+","0.000587182611841257","-0.556650451311888","0.0399346991822115","cg02905900","4"
"ACOT11 TSS200","ACOT11 OpenSea","1","+","0.00814287648784428","-0.786583026608679","0.0581910600521134","cg10266490","1"
"DAB1 5'UTR","DAB1 Island","1","+","0.00238628472979892","-1.38462892413236","0.160882513567898","cg27510182","78"
"FGGY Body","FGGY OpenSea","1","+","0.00599221051520337","-0.882047525550258","0.125812033302659","cg27571329","32"
"NFIA Body","NFIA N_Shelf","1","+","0.00228375703340597","-0.870463400572614","0.0968578763644462","cg15546227","50"
"NFIA TSS1500","NFIA N_Shelf","1","+","0.00228375703340597","-0.870463400572614","0.0968578763644462","cg15546227","18"
"INADL 5'UTR","INADL Island","2","+ +","0.00446481900058794","-0.564196617504672","0.076395036541756","cg08894594;cg10316635","5"
"ROR1 Body","ROR1 OpenSea","2","- -","0.000535997440118211","0.757084062334951","-0.0737398577509844","cg05819223;cg27510001","58"
"UBE2U TSS1500","UBE2U OpenSea","1","-","0.00577111868061714","0.686899940115769","-0.137865236350116","cg22450138","4"
"CACHD1 TSS1500","CACHD1 Island","1","+","0.00248318049109772","-0.83966692439834","-0.00519827033165043","cg01393233","6"
"CACHD1 1stExon","CACHD1 Island","1","+","0.00259020747898311","-0.572837925358988","0.00733068619625876","cg19745637","2"
"CACHD1 Body","CACHD1 S_Shore","3","+ + -","0.00155866414804323","-0.622127927479577","0.0964751529177724","cg16487794;cg24306340;cg21912203","29"
"RAVER2 Body","RAVER2 S_Shore","1","+","0.00665077505333816","-0.769276716355736","0.0989436432995179","cg01002030","4"
"JAK1 5'UTR","JAK1 OpenSea","1","+","0.00922725689392611","-0.965564159605179","0.223778922743856","cg11743000","16"
"DNAJC6 TSS200","DNAJC6 N_Shore","1","+","0.00199724945308061","-1.01355704902421","0.0431014598286373","cg04567445","4"
"DNAJC6 5'UTR","DNAJC6 N_Shore","1","+","0.0037025733305505","-0.953430021214926","0.0360597537477337","cg09235539","2"
"DNAJC6 1stExon","DNAJC6 N_Shore","1","+","0.0037025733305505","-0.953430021214926","0.0360597537477337","cg09235539","2"
"DNAJC6 Body","DNAJC6 N_Shore","1","+","0.000715574529244681","-0.857840368251871","0.0364072328642708","cg16009734","22"
"LEPR 5'UTR","LEPR S_Shore","2","+ +","0.00687701459045473","-1.02329935557476","0.107826687365781","cg26876444;cg16987305","22"
"LEPROT Body","LEPROT S_Shore","1","+","0.005546396200462","-0.717736019807463","0.118927494657786","cg26876444","5"
"PDE4B TSS1500","PDE4B N_Shore","4","+ + + +","0.00202888065946979","-0.888763595807995","0.06689725986985","cg22733910;cg16294013;cg22336004;cg22488256","13"
"PDE4B TSS200","PDE4B N_Shore","4","+ + + +","0.0046995402841012","-0.890584106223239","0.06689725986985","cg16294013;cg22336004;cg22488256;cg19754554","9"
"PDE4B 5'UTR","PDE4B Island","2","+ +","0.00616374563769642","-1.01967265266058","0.0975878621460124","cg19754554;cg26963271","10"
"SGIP1 Body","SGIP1 OpenSea","1","-","0.00992663816849582","0.613138127136669","-0.117841108673446","cg22949256","20"
"SLC35D1 Body","SLC35D1 OpenSea","1","+","0.00959724189438071","-0.932681741880193","0.146762964263424","cg23015917","8"
"DEPDC1 TSS1500","DEPDC1 S_Shore","1","+","0.00405680613749892","-0.719702738834231","0.0448922459396853","cg18167921","1"
"NEGR1 Body","NEGR1 OpenSea","1","-","0.00604033093360207","0.656269014532625","-0.0677320513602714","cg05928873","11"
"LHX8 Body","LHX8 Island","2","+ +","0.00869114244624739","-0.885678448176014","0.045978569788934","cg13492103;cg12764034","30"
"ST6GALNAC3 TSS1500","ST6GALNAC3 N_Shore","1","+","0.00268798829068125","-0.623295512669755","0.0831088595435476","cg18877763","4"
"ST6GALNAC3 Body","ST6GALNAC3 OpenSea","1","-","0.00294545532324957","0.662537521026232","-0.106172886685047","cg18172358","28"
"ST6GALNAC5 TSS200","ST6GALNAC5 Island","1","+","0.000266697404856362","-0.888700214884923","0.108706596184467","cg16966815","6"
"ST6GALNAC5 Body","ST6GALNAC5 Island","1","+","0.00219310514927823","-0.761344532845215","0.108289770707734","cg08431563","18"
"AK5 TSS1500","AK5 Island","1","+","0.000553975853167978","-0.72514366177632","0.143594992475843","cg23241335","6"
"AK5 Body","AK5 S_Shore","1","+","0.00703467977345074","-0.721192714192414","0.105012433553833","cg27175634","27"
"AK5 5'UTR","AK5 S_Shore","1","+","0.00703467977345074","-0.721192714192414","0.105012433553833","cg27175634","7"
"AK5 1stExon","AK5 S_Shore","1","+","0.00703467977345074","-0.721192714192414","0.105012433553833","cg27175634","6"
"PTGFR 5'UTR","PTGFR Island","1","+","0.00361845993589461","-1.08887580908029","0.231434140214998","cg24924936","7"
"IFI44L TSS1500","IFI44L OpenSea","2","+ +","0.00489650469547068","-0.813835067601411","0.0998174158984707","cg06872964;cg17980508","5"
"SSX2IP 5'UTR","SSX2IP Island","1","-","0.00664995871658048","0.600534477973448","-0.000525400390559594","cg24686542","6"
"DDAH1 TSS200","DDAH1 Island","1","+","0.00991451231602627","-0.571437385667457","0.00555951773912255","cg08946575","5"
"DDAH1 5'UTR","DDAH1 Island","1","+","0.00991451231602627","-0.571437385667457","0.00555951773912255","cg08946575","42"
"LMO4 TSS1500","LMO4 N_Shore","3","+ + +","0.00299420534561392","-0.781174618015392","0.0790669045046636","cg24394990;cg26801613;cg20633321","4"
"LMO4 Body","LMO4 N_Shore","1","+","0.00468848736934237","-0.792110746319159","0.167503090966892","cg09871637","10"
"RBMXL1 1stExon","RBMXL1 Island","1","-","0.00174566927497975","0.830121210749907","0.120099868742997","cg01423147","4"
"CCBL2 1stExon","CCBL2 Island","1","-","0.00174566927497975","0.830121210749907","0.120099868742997","cg01423147","4"
"CCBL2 5'UTR","CCBL2 Island","1","-","0.00174566927497975","0.830121210749907","0.120099868742997","cg01423147","13"
"RBMXL1 5'UTR","RBMXL1 Island","1","-","0.00174566927497975","0.830121210749907","0.120099868742997","cg01423147","8"
"GBP5 Body","GBP5 OpenSea","1","+","0.000113051404971256","-0.762176140144168","0.119464421788039","cg24400630","1"
"LRRC8B TSS1500","LRRC8B N_Shore","1","+","0.00138659974717579","-0.706342678524904","0.110682739806272","cg16298481","7"
"LRRC8D TSS1500","LRRC8D Island","1","-","5.17737939534388e-06","1.41204766016433","-0.122048302926845","cg08479976","8"
"BARHL2 1stExon","BARHL2 Island","1","+","0.00613687231883212","-1.22265856320039","0.080881760067985","cg01921432","8"
"BARHL2 TSS1500","BARHL2 Island","2","+ +","0.00300364325854402","-1.19592304113779","0.131369202055544","cg13939859;cg20311863","5"
"HSP90B3P Body","HSP90B3P OpenSea","1","-","0.00137392934284641","0.467694825721307","-0.00219605230858694","cg12268531","2"
"TGFBR3 Body","TGFBR3 OpenSea","2","+ -","0.00153870227488768","-0.180363486279216","-0.0274648743749625","cg17080882;cg13178170","19"
"TGFBR3 5'UTR","TGFBR3 N_Shore","2","+ +","0.00435524039296214","-0.888058533452939","0.178967274648323","cg00342358;cg01336162","16"
"BRDT TSS1500","BRDT Island","1","-","0.00765970159406036","0.730745786838342","-0.150644605574469","cg14732540","7"
"BRDT TSS200","BRDT Island","2","- -","0.00432815721965268","0.688100467399363","-0.0795724157567508","cg13299824;cg02935097","3"
"GFI1 TSS1500","GFI1 S_Shore","1","-","0.000135260667938938","0.840248385200506","-0.160680495001443","cg04777348","48"
"ABCA4 Body","ABCA4 OpenSea","1","-","0.00577945489333229","0.65785384192262","-0.116452930047146","cg04491808","19"
"CNN3 Body","CNN3 N_Shore","1","+","0.000211634723265735","-0.89272152022225","0.099596938891182","cg24502126","18"
"ALG14 Body","ALG14 OpenSea","1","-","0.00694714032328223","0.512943830018305","-0.0606177722197654","cg23653667","11"
"PTBP2 TSS1500","PTBP2 N_Shore","1","+","0.00727573267283957","-0.713270563960337","0.0532677528130721","cg16731488","3"
"MIR137 Body","MIR137 Island","1","+","0.00597399523966638","-0.940319752977208","0.113379531612409","cg04293733","1"
"MIR137 TSS200","MIR137 S_Shore","1","+","0.00176173692013856","-0.756715585611209","0.10319693404854","cg22333214","3"
"SNX7 TSS1500","SNX7 N_Shore","1","+","0.000131559619612955","-0.92825553970157","0.160142733597133","cg11952714","3"
"LPPR5 TSS1500","LPPR5 Island","1","+","0.00575619500928386","-0.798899176555453","0.0495836518740941","cg26266842","5"
"LPPR4 TSS200","LPPR4 N_Shore","2","+ +","0.000101403242205888","-1.0457982946539","0.113210388258491","cg06060191;cg03646889","6"
"GPR88 TSS200","GPR88 N_Shore","2","+ +","0.00548732223342097","-0.730788980374034","-0.0151408885514242","cg09408571;cg06223162","2"
"OLFM3 Body","OLFM3 OpenSea","1","+","0.0083226992026115","-0.821997380283803","0.0518933783845112","cg03104428","6"
"OLFM3 5'UTR","OLFM3 OpenSea","2","+ +","0.00320251670195834","-0.806076971455677","0.0575558014176561","cg02861071;cg21809447","5"
"OLFM3 1stExon","OLFM3 OpenSea","2","+ +","0.00320251670195834","-0.806076971455677","0.0575558014176561","cg02861071;cg21809447","5"
"COL11A1 TSS1500","COL11A1 OpenSea","1","+","0.00210735992485706","-0.738678705600036","0.0714132790077946","cg16968885","5"
"NTNG1 Body","NTNG1 OpenSea","1","+","0.00928099734975801","-0.732693635142897","0.120971818513838","cg18115132","17"
"AKNAD1 TSS1500","AKNAD1 OpenSea","1","-","0.0067174766337191","0.443244844599544","-0.102712030088841","cg13909826","4"
"WDR47 TSS200","WDR47 Island","1","-","0.00906601533897406","0.963548478829685","-0.217074948881845","cg14654822","5"
"GSTM3 Body","GSTM3 Island","2","+ +","0.00506160770657669","-0.801661489604337","0.0644141226876756","cg23645476;cg25027501","7"
"GSTM3 5'UTR","GSTM3 Island","1","+","0.00742319127405302","-0.805783175328414","0.112185193480548","cg25027501","1"
"KCNA3 1stExon","KCNA3 Island","2","- -","0.0049796410128201","0.56577693936348","-0.0606783694332799","cg19942256;cg13925011","10"
"DENND2D 1stExon","DENND2D N_Shelf","3","- - -","0.00259665579279155","0.823255426399884","-0.0939221714602571","cg19269039;cg20317872;cg24641737","4"
"DENND2D 5'UTR","DENND2D N_Shelf","3","- - -","0.00259665579279155","0.823255426399884","-0.0939221714602571","cg19269039;cg20317872;cg24641737","3"
"DENND2D TSS200","DENND2D N_Shelf","2","- -","0.00405687125327727","0.60398390810343","-0.0782341466610896","cg00619207;cg19268695","2"
"C1orf88 TSS1500","C1orf88 N_Shore","1","+","0.00712802990916931","-0.565982679191739","0.174058223277927","cg02030493","4"
"MOV10 TSS1500","MOV10 N_Shore","2","+ +","0.000549565843835371","-0.924915238079208","0.11159395539526","cg03417473;cg10114555","5"
"AFARP1 Body","AFARP1 OpenSea","1","-","0.00424902612774946","0.625982378817824","-0.0580719561588904","cg15138236","2"
"SLC16A1 Body","SLC16A1 OpenSea","1","-","0.00424902612774946","0.625982378817824","-0.0580719561588904","cg15138236","10"
"PHTF1 Body","PHTF1 OpenSea","1","+","0.00820763298044747","-0.577545297448323","0.0271416707675382","cg07355791","5"
"PTPN22 Body","PTPN22 OpenSea","1","-","0.00581283767493818","0.560268622294591","-0.120601174481238","cg10572465","4"
"PTPN22 5'UTR","PTPN22 OpenSea","1","-","0.00837960465386695","0.597967998383663","-0.102736493903792","cg14385738","2"
"PTPN22 1stExon","PTPN22 OpenSea","1","-","0.00837960465386695","0.597967998383663","-0.102736493903792","cg14385738","2"
"SYT6 5'UTR","SYT6 Island","1","+","6.80187825139898e-05","-1.05030014808856","0.12607226551172","cg09177131","9"
"SYT6 1stExon","SYT6 Island","1","+","6.80187825139898e-05","-1.05030014808856","0.12607226551172","cg09177131","3"
"SYT6 TSS1500","SYT6 N_Shore","1","+","0.00735940970369117","-0.752373652925246","0.0477979675179822","cg22646710","11"
"NGF 5'UTR","NGF N_Shelf","1","-","0.00542735691560556","0.580551876435966","-0.0536881270955789","cg01804281","16"
"MIR320B1 TSS200","MIR320B1 S_Shelf","1","+","0.00997827292713078","-0.581228294251614","0.0214411422251655","cg20632224","1"
"TBX15 5'UTR","TBX15 Island","4","+ + + +","0.000888795544793597","-1.40219813499119","0.104399450434411","cg04550737;cg21392341;cg24475782;cg25755283","46"
"ZNF697 Body","ZNF697 Island","1","+","0.00575888683114253","-1.16894897251493","0.0217550388657235","cg20823455","6"
"PDE4DIP TSS200","PDE4DIP S_Shore","1","+","0.00880483842307625","-0.572003985659888","0.0405475465660318","cg03933321","6"
"ANKRD34A Body","ANKRD34A Island","2","+ +","0.00665972143528407","-0.826905482096647","0.175352884180252","cg10178263;cg16871828","7"
"ANKRD34A 3'UTR","ANKRD34A S_Shore","1","+","0.00474606846234239","-0.531004734161587","0.0953061160159442","cg10976961","1"
"LIX1L 1stExon","LIX1L Island","1","+","0.000874577190220662","-0.678215963973463","0.108373397720246","cg23044488","5"
"GNRHR2 Body","GNRHR2 N_Shelf","1","+","0.00393955561289679","-0.647675430193296","0.0424490125519086","cg22713444","4"
"CD160 TSS200","CD160 S_Shore","1","-","0.00463261859599973","0.73901297397596","-0.162588771112863","cg12832565","4"
"GPR89A TSS1500","GPR89A S_Shore","1","-","0.0011396006578784","0.674910511019137","-0.05951730205581","cg26894807","2"
"BCL9 TSS1500","BCL9 OpenSea","1","+","0.0066807298888301","-0.846165895877662","0.0525570653309885","cg11754402","4"
"ANXA9 3'UTR","ANXA9 OpenSea","1","+","0.00932737917342836","-0.801049297539819","0.0939375662364367","cg07479786","1"
"FAM63A 5'UTR","FAM63A N_Shore","1","+","0.00703998884845154","-0.840927286068144","0.181694908697133","cg06180099","14"
"FAM63A 1stExon","FAM63A N_Shore","1","+","0.00703998884845154","-0.840927286068144","0.181694908697133","cg06180099","9"
"FAM63A TSS200","FAM63A N_Shore","1","+","0.00703998884845154","-0.840927286068144","0.181694908697133","cg06180099","5"
"TNFAIP8L2 TSS200","TNFAIP8L2 OpenSea","1","-","0.00434791335867628","0.691651830038561","-0.0599618491731316","cg16565154","2"
"S100A10 TSS1500","S100A10 S_Shore","1","+","0.00367036713656418","-0.882860853482188","0.15335077006295","cg18348690","5"
"TCHH Body","TCHH Island","1","+","0.00191033106884174","-0.935936986152382","0.0673419770299037","cg00584000","14"
"CRCT1 Body","CRCT1 Island","1","+","0.00516814997827036","-0.802641325984839","0.159598108445827","cg23726537","3"
"S100A5 Body","S100A5 OpenSea","1","-","0.00361766466744609","0.821628641931064","-0.158855349706785","cg17250929","2"
"S100A13 5'UTR","S100A13 OpenSea","1","+","0.0035725649249555","-1.02214246330604","0.267327456860117","cg13946767","23"
"S100A13 1stExon","S100A13 OpenSea","1","+","0.0035725649249555","-1.02214246330604","0.267327456860117","cg13946767","7"
"S100A13 TSS200","S100A13 OpenSea","1","+","0.0035725649249555","-1.02214246330604","0.267327456860117","cg13946767","12"
"S100A1 TSS1500","S100A1 OpenSea","1","+","0.0035725649249555","-1.02214246330604","0.267327456860117","cg13946767","8"
"SLC27A3 TSS1500","SLC27A3 N_Shore","1","+","0.00756981306368821","-0.698515445742147","0.102148691819163","cg26904702","4"
"SLC27A3 TSS200","SLC27A3 Island","1","+","0.00229669106224022","-0.588205383043819","0.0725811234392447","cg16247817","5"
"GATAD2B TSS1500","GATAD2B S_Shore","1","-","0.00808366058039087","0.785665747599988","-0.147016709578125","cg08202226","6"
"CRTC2 Body","CRTC2 N_Shelf","1","+","0.00926911041923753","-0.418326777738734","0.0967464926954665","cg26530713","6"
"SLC39A1 5'UTR","SLC39A1 N_Shore","1","-","0.000256896032395494","0.992728681427185","-0.146544535971455","cg25064552","15"
"RAB13 1stExon","RAB13 OpenSea","1","+","9.25921185229019e-05","-1.39790492256153","0.174257034474534","cg26008365","1"
"RAB13 5'UTR","RAB13 OpenSea","1","+","9.25921185229019e-05","-1.39790492256153","0.174257034474534","cg26008365","1"
"RAB13 TSS200","RAB13 OpenSea","1","+","0.000932232037284208","-1.03971329824448","0.177250382995631","cg26336059","2"
"ATP8B2 TSS200","ATP8B2 N_Shore","1","+","0.00339072521621955","-0.60379079789566","0.123386477261148","cg10212705","6"
"ATP8B2 TSS1500","ATP8B2 N_Shore","1","+","0.00946930732075145","-0.723146946195099","0.123808597922232","cg06811467","8"
"ATP8B2 5'UTR","ATP8B2 N_Shore","1","+","0.00946930732075145","-0.723146946195099","0.123808597922232","cg06811467","10"
"DCST1 TSS1500","DCST1 OpenSea","1","-","0.0073092950170929","0.601557172807627","-0.00182241700449348","cg17896897","5"
"DCST2 1stExon","DCST2 OpenSea","1","-","0.0073092950170929","0.601557172807627","-0.00182241700449348","cg17896897","2"
"SCAMP3 TSS200","SCAMP3 Island","1","-","0.00156108560835183","1.07634605817408","-0.230771887459701","cg20849692","7"
"RUSC1 Body","RUSC1 N_Shore","2","+ +","0.00551476310933614","-0.633089865810099","0.151787074457136","cg12577372;cg10057065","21"
"C1orf104 5'UTR","C1orf104 N_Shore","2","+ +","0.00551476310933614","-0.633089865810099","0.151787074457136","cg12577372;cg10057065","10"
"RUSC1 TSS1500","RUSC1 N_Shore","1","+","0.00668276738780142","-0.638326786021198","0.16596618030355","cg10057065","13"
"ASH1L TSS1500","ASH1L S_Shore","1","-","0.000834780431657528","0.748036372585482","-0.0560299529968697","cg17038116","7"
"LOC645676 Body","LOC645676 S_Shore","1","-","0.000834780431657528","0.748036372585482","-0.0560299529968697","cg17038116","9"
"SYT11 Body","SYT11 S_Shore","1","-","0.0061641391803386","0.656444011130158","-0.0916813251513284","cg15727252","6"
"RAB25 Body","RAB25 OpenSea","1","+","0.000135256520049722","-1.17411785112248","0.077502175774294","cg19406511","2"
"SEMA4A 5'UTR","SEMA4A OpenSea","1","-","0.0098797029750759","0.407515427912442","-0.106382703668574","cg06364417","3"
"PMF1 Body","PMF1 S_Shelf","1","-","0.00336090976240104","1.19921444566147","-0.124546537861617","cg20674231","9"
"PAQR6 TSS200","PAQR6 S_Shelf","1","+","0.00395342367714279","-0.902441235297884","0.0741999296164445","cg26541780","4"
"MEF2D 5'UTR","MEF2D OpenSea","1","-","0.00434598185714317","0.674209902326921","-0.09575100790386","cg15723874","19"
"IQGAP3 Body","IQGAP3 Island","1","+","0.00299047985986435","-0.768479387581174","0.056048679978762","cg12262564","4"
"HAPLN2 Body","HAPLN2 Island","1","+","0.000659229759841509","-0.88765109033988","0.15594250692151","cg18142940","6"
"NTRK1 Body","NTRK1 S_Shelf","3","- - +","0.00787515941029365","0.630729564046328","-0.0243970848456214","cg12499211;cg12039611;cg18649438","45"
